,genres,user_id,user_url,playtime_forever,rank
1673,Action,chocolate-donut-king,http://steamcommunity.com/id/chocolate-donut-king,114371,364
97,Action,76561198011303167,http://steamcommunity.com/profiles/76561198011303167,114014,365
1317,Action,Marshall_Br,http://steamcommunity.com/id/Marshall_Br,113849,366
1270,Action,Kartoffel_,http://steamcommunity.com/id/Kartoffel_,113734,367
750,Action,76561198084105682,http://steamcommunity.com/profiles/76561198084105682,113563,368
1544,Action,Unknown_Inigma,http://steamcommunity.com/id/Unknown_Inigma,113368,369
1758,Action,fazz,http://steamcommunity.com/id/fazz,112982,370
790,Action,76561198087630045,http://steamcommunity.com/profiles/76561198087630045,112930,371
2179,Action,tzarius,http://steamcommunity.com/id/tzarius,112802,372
974,Action,76561198118874302,http://steamcommunity.com/profiles/76561198118874302,112624,373
1930,Action,mag3nta,http://steamcommunity.com/id/mag3nta,112612,374
840,Action,76561198092227136,http://steamcommunity.com/profiles/76561198092227136,112545,375
1970,Action,mukanyawest,http://steamcommunity.com/id/mukanyawest,112489,376
358,Action,76561198056474589,http://steamcommunity.com/profiles/76561198056474589,111797,377
2046,Action,raccoonsunite,http://steamcommunity.com/id/raccoonsunite,111580,378
9,Action,123232343432555686888554456555,http://steamcommunity.com/id/123232343432555686888554456555,111549,379
329,Action,76561198052040052,http://steamcommunity.com/profiles/76561198052040052,111498,380
1691,Action,costita,http://steamcommunity.com/id/costita,110423,381
1675,Action,chokadokada,http://steamcommunity.com/id/chokadokada,110263,382
1072,Action,AxeOfChaos,http://steamcommunity.com/id/AxeOfChaos,110224,383
313,Action,76561198050509172,http://steamcommunity.com/profiles/76561198050509172,110150,384
2208,Action,whyareyoubotheringwiththis,http://steamcommunity.com/id/whyareyoubotheringwiththis,110142,385
21,Action,23434454365463446754546576e45646,http://steamcommunity.com/id/23434454365463446754546576e45646,110084,386
1097,Action,BrutalLegend69,http://steamcommunity.com/id/BrutalLegend69,110040,387
1502,Action,TheOneAndOnlyVinylScratch,http://steamcommunity.com/id/TheOneAndOnlyVinylScratch,110028,388
555,Action,76561198070845116,http://steamcommunity.com/profiles/76561198070845116,109467,389
1299,Action,Llama_Cheese,http://steamcommunity.com/id/Llama_Cheese,109356,390
1138,Action,Darklimit20,http://steamcommunity.com/id/Darklimit20,109351,391
1149,Action,Dilberto3000,http://steamcommunity.com/id/Dilberto3000,109302,392
859,Action,76561198093658975,http://steamcommunity.com/profiles/76561198093658975,109254,393
357,Action,76561198055723928,http://steamcommunity.com/profiles/76561198055723928,109189,394
2159,Action,therealmorty,http://steamcommunity.com/id/therealmorty,108921,395
92,Action,76561198007587759,http://steamcommunity.com/profiles/76561198007587759,108892,396
1593,Action,aliaswabbit,http://steamcommunity.com/id/aliaswabbit,108692,397
1910,Action,legr00ves,http://steamcommunity.com/id/legr00ves,108445,398
1154,Action,DoctorZues,http://steamcommunity.com/id/DoctorZues,108156,399
294,Action,76561198048358239,http://steamcommunity.com/profiles/76561198048358239,108153,400
1750,Action,everybodylovesrayman,http://steamcommunity.com/id/everybodylovesrayman,108146,401
296,Action,76561198048996327,http://steamcommunity.com/profiles/76561198048996327,107924,402
1721,Action,denizyanki,http://steamcommunity.com/id/denizyanki,107914,403
117,Action,76561198017913139,http://steamcommunity.com/profiles/76561198017913139,107871,404
1743,Action,ehekatI,http://steamcommunity.com/id/ehekatI,107682,405
1508,Action,TheRealMeatyMate,http://steamcommunity.com/id/TheRealMeatyMate,107644,406
573,Action,76561198071943219,http://steamcommunity.com/profiles/76561198071943219,107625,407
1139,Action,DarthVegas,http://steamcommunity.com/id/DarthVegas,107441,408
309,Action,76561198050403073,http://steamcommunity.com/profiles/76561198050403073,107418,409
2056,Action,remyau,http://steamcommunity.com/id/remyau,107354,410
138,Action,76561198025785395,http://steamcommunity.com/profiles/76561198025785395,107328,411
353,Action,76561198055348490,http://steamcommunity.com/profiles/76561198055348490,107167,412
200,Action,76561198040603456,http://steamcommunity.com/profiles/76561198040603456,107158,413
120,Action,76561198018733084,http://steamcommunity.com/profiles/76561198018733084,107152,414
1323,Action,MeckieLAD,http://steamcommunity.com/id/MeckieLAD,107062,415
507,Action,76561198068204503,http://steamcommunity.com/profiles/76561198068204503,107054,416
1992,Action,noizypuppy,http://steamcommunity.com/id/noizypuppy,106924,417
1352,Action,Mystiiez,http://steamcommunity.com/id/Mystiiez,106836,418
1704,Action,d00dlebanger,http://steamcommunity.com/id/d00dlebanger,106743,419
690,Action,76561198079621961,http://steamcommunity.com/profiles/76561198079621961,106420,420
1570,Action,Yosche,http://steamcommunity.com/id/Yosche,106009,421
1393,Action,PredatorEdge,http://steamcommunity.com/id/PredatorEdge,105925,422
587,Action,76561198072604584,http://steamcommunity.com/profiles/76561198072604584,105844,423
1802,Action,grimnixilis,http://steamcommunity.com/id/grimnixilis,105696,424
1313,Action,MIMMATA,http://steamcommunity.com/id/MIMMATA,105570,425
553,Action,76561198070805037,http://steamcommunity.com/profiles/76561198070805037,105563,426
1327,Action,MeowSmurf,http://steamcommunity.com/id/MeowSmurf,105516,427
306,Action,76561198050173946,http://steamcommunity.com/profiles/76561198050173946,105341,428
6,Action,10oyard,http://steamcommunity.com/id/10oyard,105328,429
1220,Action,Hamish245,http://steamcommunity.com/id/Hamish245,105278,430
413,Action,76561198060901683,http://steamcommunity.com/profiles/76561198060901683,105175,431
1813,Action,herp-a-derp,http://steamcommunity.com/id/herp-a-derp,105102,432
264,Action,76561198045900106,http://steamcommunity.com/profiles/76561198045900106,104824,433
1759,Action,featherbear,http://steamcommunity.com/id/featherbear,104730,434
1581,Action,Zirconn,http://steamcommunity.com/id/Zirconn,104697,435
2196,Action,voshi_nova,http://steamcommunity.com/id/voshi_nova,104418,436
1773,Action,freedomee,http://steamcommunity.com/id/freedomee,104397,437
1002,Action,76561198138586856,http://steamcommunity.com/profiles/76561198138586856,103995,438
1426,Action,SMIGDEEK,http://steamcommunity.com/id/SMIGDEEK,103995,439
1752,Action,explosiv3,http://steamcommunity.com/id/explosiv3,103920,440
163,Action,76561198034167696,http://steamcommunity.com/profiles/76561198034167696,103838,441
419,Action,76561198061618506,http://steamcommunity.com/profiles/76561198061618506,103837,442
2148,Action,the_floor,http://steamcommunity.com/id/the_floor,103228,443
350,Action,76561198055117884,http://steamcommunity.com/profiles/76561198055117884,102849,444
1843,Action,ipaqmaster1,http://steamcommunity.com/id/ipaqmaster1,102779,445
192,Action,76561198038148907,http://steamcommunity.com/profiles/76561198038148907,102762,446
519,Action,76561198068981727,http://steamcommunity.com/profiles/76561198068981727,102395,447
2197,Action,vrspanky,http://steamcommunity.com/id/vrspanky,102345,448
152,Action,76561198030578877,http://steamcommunity.com/profiles/76561198030578877,102225,449
1041,Action,ANUUCHEEKIBREEKIUVDAMKI,http://steamcommunity.com/id/ANUUCHEEKIBREEKIUVDAMKI,102131,450
1155,Action,DonaldsSmallLoan,http://steamcommunity.com/id/DonaldsSmallLoan,101942,451
26,Action,2spooky,http://steamcommunity.com/id/2spooky,101864,452
1153,Action,DnakMemes,http://steamcommunity.com/id/DnakMemes,101856,453
1547,Action,ValIsReallySexy,http://steamcommunity.com/id/ValIsReallySexy,101674,454
644,Action,76561198076533123,http://steamcommunity.com/profiles/76561198076533123,101435,455
1604,Action,appletoph,http://steamcommunity.com/id/appletoph,101352,456
93,Action,76561198008111776,http://steamcommunity.com/profiles/76561198008111776,101158,457
801,Action,76561198088918807,http://steamcommunity.com/profiles/76561198088918807,101150,458
1895,Action,kokobrainz,http://steamcommunity.com/id/kokobrainz,101145,459
69,Action,76561197992622789,http://steamcommunity.com/profiles/76561197992622789,101133,460
1906,Action,larrybob4224,http://steamcommunity.com/id/larrybob4224,101029,461
779,Action,76561198086721852,http://steamcommunity.com/profiles/76561198086721852,100531,462
1303,Action,Lord_Casso,http://steamcommunity.com/id/Lord_Casso,100423,463
1197,Action,FroskTotallyNotAWeeb,http://steamcommunity.com/id/FroskTotallyNotAWeeb,100358,464
492,Action,76561198067142133,http://steamcommunity.com/profiles/76561198067142133,100350,465
2231,Action,yoford,http://steamcommunity.com/id/yoford,100335,466
233,Action,76561198044052424,http://steamcommunity.com/profiles/76561198044052424,100282,467
143,Action,76561198026951206,http://steamcommunity.com/profiles/76561198026951206,100198,468
1422,Action,Rotomaniac,http://steamcommunity.com/id/Rotomaniac,100145,469
2090,Action,shiisa,http://steamcommunity.com/id/shiisa,100103,470
1212,Action,GotNothingBetterToDo,http://steamcommunity.com/id/GotNothingBetterToDo,99949,471
501,Action,76561198068086235,http://steamcommunity.com/profiles/76561198068086235,99706,472
2200,Action,watchudoin,http://steamcommunity.com/id/watchudoin,99681,473
1328,Action,Mezlinthedrezzin,http://steamcommunity.com/id/Mezlinthedrezzin,99308,474
1092,Action,Bluewolf279,http://steamcommunity.com/id/Bluewolf279,99069,475
2094,Action,shotmum,http://steamcommunity.com/id/shotmum,99051,476
1259,Action,JinDoritos,http://steamcommunity.com/id/JinDoritos,98903,477
2211,Action,wolfclawe,http://steamcommunity.com/id/wolfclawe,98831,478
900,Action,76561198097347172,http://steamcommunity.com/profiles/76561198097347172,98626,479
1598,Action,analcleanser,http://steamcommunity.com/id/analcleanser,98568,480
1640,Action,blu3bulsi3,http://steamcommunity.com/id/blu3bulsi3,98548,481
2172,Action,toruxas,http://steamcommunity.com/id/toruxas,98338,482
1557,Action,WolfgangKillDemAll,http://steamcommunity.com/id/WolfgangKillDemAll,98191,483
28,Action,33334scat,http://steamcommunity.com/id/33334scat,98135,484
1830,Action,hungryhungryhitler,http://steamcommunity.com/id/hungryhungryhitler,98071,485
1243,Action,InjectingMarijuanas,http://steamcommunity.com/id/InjectingMarijuanas,98007,486
1178,Action,EnergeticMooMoo,http://steamcommunity.com/id/EnergeticMooMoo,97870,487
85,Action,76561198003546877,http://steamcommunity.com/profiles/76561198003546877,97489,488
263,Action,76561198045787416,http://steamcommunity.com/profiles/76561198045787416,97418,489
809,Action,76561198089549244,http://steamcommunity.com/profiles/76561198089549244,97386,490
578,Action,76561198072283303,http://steamcommunity.com/profiles/76561198072283303,97211,491
2163,Action,thrillder,http://steamcommunity.com/id/thrillder,97088,492
359,Action,76561198056573461,http://steamcommunity.com/profiles/76561198056573461,96841,493
898,Action,76561198097227741,http://steamcommunity.com/profiles/76561198097227741,96829,494
261,Action,76561198045755911,http://steamcommunity.com/profiles/76561198045755911,96717,495
280,Action,76561198047263762,http://steamcommunity.com/profiles/76561198047263762,96657,496
1737,Action,e-a-g-l-e-s_eagles,http://steamcommunity.com/id/e-a-g-l-e-s_eagles,96585,497
347,Action,76561198054589097,http://steamcommunity.com/profiles/76561198054589097,96474,498
1540,Action,Tynite,http://steamcommunity.com/id/Tynite,96440,499
211,Action,76561198041784529,http://steamcommunity.com/profiles/76561198041784529,96411,500
80,Action,76561197999566657,http://steamcommunity.com/profiles/76561197999566657,95999,501
1082,Action,Bakuhteh,http://steamcommunity.com/id/Bakuhteh,95903,502
739,Action,76561198083512264,http://steamcommunity.com/profiles/76561198083512264,95852,503
1682,Action,coejc,http://steamcommunity.com/id/coejc,95827,504
1994,Action,notsaddam,http://steamcommunity.com/id/notsaddam,95786,505
1377,Action,Owlybastard,http://steamcommunity.com/id/Owlybastard,95776,506
389,Action,76561198059167447,http://steamcommunity.com/profiles/76561198059167447,95772,507
1337,Action,Mitch8910,http://steamcommunity.com/id/Mitch8910,95704,508
1099,Action,Butteryyy,http://steamcommunity.com/id/Butteryyy,95700,509
348,Action,76561198054719518,http://steamcommunity.com/profiles/76561198054719518,95561,510
1090,Action,BluTak,http://steamcommunity.com/id/BluTak,95234,511
2053,Action,redworld,http://steamcommunity.com/id/redworld,95179,512
299,Action,76561198049562601,http://steamcommunity.com/profiles/76561198049562601,94761,513
604,Action,76561198073425601,http://steamcommunity.com/profiles/76561198073425601,94709,514
1339,Action,Mitch_brawdogger,http://steamcommunity.com/id/Mitch_brawdogger,94705,515
1734,Action,doyouevensmokeweed,http://steamcommunity.com/id/doyouevensmokeweed,94657,516
842,Action,76561198092306325,http://steamcommunity.com/profiles/76561198092306325,94551,517
707,Action,76561198080889775,http://steamcommunity.com/profiles/76561198080889775,94201,518
1964,Action,mr_pie_nice_cheese,http://steamcommunity.com/id/mr_pie_nice_cheese,94082,519
1991,Action,noheckgiver,http://steamcommunity.com/id/noheckgiver,94024,520
1462,Action,StillAliveStark,http://steamcommunity.com/id/StillAliveStark,93996,521
849,Action,76561198093067382,http://steamcommunity.com/profiles/76561198093067382,93987,522
1628,Action,benoz11,http://steamcommunity.com/id/benoz11,93563,523
1490,Action,TheCaptainOfCrunch,http://steamcommunity.com/id/TheCaptainOfCrunch,93544,524
2077,Action,seblyftw,http://steamcommunity.com/id/seblyftw,93469,525
1053,Action,Airtay,http://steamcommunity.com/id/Airtay,93462,526
1277,Action,KingofGoats,http://steamcommunity.com/id/KingofGoats,93457,527
517,Action,76561198068696167,http://steamcommunity.com/profiles/76561198068696167,93410,528
685,Action,76561198079517873,http://steamcommunity.com/profiles/76561198079517873,93170,529
2187,Action,urami,http://steamcommunity.com/id/urami,93153,530
1574,Action,YourNotMyRealDad,http://steamcommunity.com/id/YourNotMyRealDad,93079,531
1962,Action,mr10166,http://steamcommunity.com/id/mr10166,93010,532
1576,Action,ZONEcold,http://steamcommunity.com/id/ZONEcold,92940,533
410,Action,76561198060766619,http://steamcommunity.com/profiles/76561198060766619,92932,534
165,Action,76561198034319577,http://steamcommunity.com/profiles/76561198034319577,92654,535
1460,Action,Steamgaugevqlve,http://steamcommunity.com/id/Steamgaugevqlve,92644,536
828,Action,76561198091164764,http://steamcommunity.com/profiles/76561198091164764,92592,537
1733,Action,dontcopythisprofilelink,http://steamcommunity.com/id/dontcopythisprofilelink,92509,538
1558,Action,WolficPower,http://steamcommunity.com/id/WolficPower,92378,539
728,Action,76561198082401956,http://steamcommunity.com/profiles/76561198082401956,92370,540
1577,Action,Zacmanmerl,http://steamcommunity.com/id/Zacmanmerl,92360,541
1494,Action,TheEddy_Master,http://steamcommunity.com/id/TheEddy_Master,92061,542
2157,Action,theoneandonlyhawaii,http://steamcommunity.com/id/theoneandonlyhawaii,91931,543
1137,Action,DarkerPlaysGames,http://steamcommunity.com/id/DarkerPlaysGames,91929,544
2218,Action,xKrypt0,http://steamcommunity.com/id/xKrypt0,91836,545
658,Action,76561198077695125,http://steamcommunity.com/profiles/76561198077695125,91799,546
1798,Action,gonzomeister,http://steamcommunity.com/id/gonzomeister,91786,547
1318,Action,Masterhour,http://steamcommunity.com/id/Masterhour,91431,548
2188,Action,ustupit,http://steamcommunity.com/id/ustupit,91429,549
4,Action,0099654321891111,http://steamcommunity.com/id/0099654321891111,91422,550
1909,Action,leejiajun,http://steamcommunity.com/id/leejiajun,91325,551
1497,Action,TheGodOfDoritoesmountaindee,http://steamcommunity.com/id/TheGodOfDoritoesmountaindee,91267,552
1805,Action,haaaagaaaay,http://steamcommunity.com/id/haaaagaaaay,91128,553
